Apr 17 15:11:28.006 VTTY: Console port: waiting connection on tcp port 5003 for protocol IPv4 (FD 10)
Apr 17 15:11:28.008 slot0: C/H/S settings = 0/4/32
Apr 17 15:11:28.008 slot1: C/H/S settings = 0/4/32
Apr 17 15:11:28.236 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x6023f558,JIT on)
Apr 17 15:11:28.236 CPU0: CPU_STATE: Starting CPU (old state=2)...
Apr 17 15:11:28.408 ROM: Microcode has started.
Apr 17 15:11:28.417 ROM: trying to read bootvar 'WARM_REBOOT'
Apr 17 15:11:28.420 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a76f68 (size=1)
Apr 17 15:11:28.420 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a76f7c (size=1)
Apr 17 15:11:28.477 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6023fca4 (size=2)
Apr 17 15:11:28.478 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x602475a0 (size=2)
Apr 17 15:11:28.478 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x602475b0 (size=2)
Apr 17 15:11:28.478 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Apr 17 15:11:28.790 ROM: trying to read bootvar 'RANDOM_NUM'
Apr 17 15:11:28.808 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60254a54 (size=2)
Apr 17 15:11:28.811 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x602478b4 (size=2)
Apr 17 15:11:30.299 ROM: unhandled syscall 0x0000003e at pc=0x60a786fc (a1=0x80007da4,a2=0x00002580,a3=0x64250000)
Apr 17 15:11:30.299 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007dac,a2=0x00000000,a3=0x64250000)
Apr 17 15:11:30.679 ROM: trying to read bootvar 'BOOT'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'CONFIG_FILE'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'BOOTLDR'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'RSHELF'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'DSHELF'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'DSHELFINFO'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'RESET_COUNTER'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'CHRG_LOCRECSN'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'CHRG_ID'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'SLOTCACHE'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'OVERTEMP'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'DIAG'
Apr 17 15:11:30.679 ROM: trying to read bootvar 'WARM_REBOOT'
Apr 17 15:11:30.752 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x607e5fe8 (size=2)
Apr 17 15:11:30.752 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x607e5be4 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c28 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c34, value=0x00000020 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c38 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c40, value=0x00000000 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c4c (size=1)
Apr 17 15:11:30.752 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c58, value=0x00000040 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x607e5c6c (size=1)
Apr 17 15:11:30.752 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x607e5c78, value=0x00000000 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x607e5c84 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x607e5c94, value=0x00000080 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a34 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: write access to undefined address 0x3c000002 at pc=0x607e7a40, value=0x00000080 (size=1)
Apr 17 15:11:30.752 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a44 (size=1)
Apr 17 15:11:30.788 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Apr 17 15:11:30.824 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Apr 17 15:11:30.860 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Apr 17 15:11:30.895 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Apr 17 15:11:30.931 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Apr 17 15:11:30.966 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Apr 17 15:11:30.966 CPU0: MTS: write access to undefined address 0x3c080007 at pc=0x607e5d80, value=0x00000002 (size=1)
Apr 17 15:11:30.966 CPU0: MTS: write access to undefined address 0x3c080008 at pc=0x607e5d88, value=0x00000002 (size=1)
Apr 17 15:11:30.966 CPU0: MTS: write access to undefined address 0x3c080009 at pc=0x607e5d90, value=0x00000002 (size=1)
Apr 17 15:11:30.966 CPU0: MTS: write access to undefined address 0x3c08000a at pc=0x607e5d94, value=0x00000002 (size=1)
Apr 17 15:11:30.966 CPU0: MTS: write access to undefined address 0x3c08000b at pc=0x607e5d98, value=0x00000002 (size=1)
Apr 17 15:11:30.966 CPU0: MTS: write access to undefined address 0x3c08000c at pc=0x607e5d9c, value=0x00000002 (size=1)
Apr 17 15:11:30.967 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x607e6c20 (size=1)
Apr 17 15:11:31.029 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60254b00 (size=2)
Apr 17 15:11:31.029 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x1000, pc=0x60254b08 (size=2)
Apr 17 15:11:31.029 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60254b00 (size=2)
Apr 17 15:11:31.029 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x2000, pc=0x60254b08 (size=2)
Apr 17 15:11:31.029 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60254b00 (size=2)
Apr 17 15:11:31.029 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x4000, pc=0x60254b08 (size=2)
Apr 17 15:11:31.105 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.105 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.106 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.106 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.106 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.106 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.106 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.106 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.135 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.135 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.135 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.135 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.136 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.136 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.136 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.136 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.164 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.164 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.164 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.164 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.164 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.164 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.164 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.164 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.193 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x00
Apr 17 15:11:31.193 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x00
Apr 17 15:11:31.193 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x40
Apr 17 15:11:31.193 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x40
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x04
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x04
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x0c
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x0c
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x18
Apr 17 15:11:31.193 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x18
Apr 17 15:11:31.193 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x1c
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x1c
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x20
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x20
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x24
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x24
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x30
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x30
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x40
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x40
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x64
Apr 17 15:11:31.193 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x64
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x68
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x68
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0xf0
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0xf0
Apr 17 15:11:31.194 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=2,function=0,reg=0x00
Apr 17 15:11:31.194 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=2,function=0,reg=0x00
Apr 17 15:11:31.194 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=2,function=0,reg=0x40
Apr 17 15:11:31.194 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=2,function=0,reg=0x40
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x0c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x0c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x18
Apr 17 15:11:31.194 PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x18
Apr 17 15:11:31.194 PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x1c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x1c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x20
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x20
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x24
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x24
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x30
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x30
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x3c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x40
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x40
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x64
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x64
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x68
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x68
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0xf0
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0xf0
Apr 17 15:11:31.194 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x00
Apr 17 15:11:31.194 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x00
Apr 17 15:11:31.194 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x40
Apr 17 15:11:31.194 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x40
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x0c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x0c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x18
Apr 17 15:11:31.194 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x18
Apr 17 15:11:31.194 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x1c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x1c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x20
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x20
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x24
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x24
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x30
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x30
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x3c
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x40
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x40
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x64
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x64
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x68
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x68
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x04
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0xf0
Apr 17 15:11:31.194 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0xf0
Apr 17 15:11:31.293 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x60643890 (size=1)
Apr 17 15:11:31.293 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x60643898, value=0x00000004 (size=1)
Apr 17 15:11:31.295 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60668018 (size=1)
Apr 17 15:11:31.295 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6066803c, value=0x00000008 (size=1)
Apr 17 15:11:31.295 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6066805c (size=1)
Apr 17 15:11:31.295 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x60668064, value=0x00000002 (size=1)
Apr 17 15:11:31.295 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x60668078 (size=1)
Apr 17 15:11:31.295 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x606680b4, value=0x00000000 (size=1)
Apr 17 15:11:31.297 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60641cfc (size=1)
Apr 17 15:11:31.297 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60641d08, value=0x00000000 (size=1)
Apr 17 15:11:31.297 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60641e0c (size=1)
Apr 17 15:11:31.297 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x6064203c, value=0x00000002 (size=1)
Apr 17 15:11:31.297 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60642188 (size=1)
Apr 17 15:11:31.297 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60642194, value=0x00000000 (size=1)
Apr 17 15:11:31.297 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667dd4 (size=1)
Apr 17 15:11:31.297 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ddc, value=0x00000000 (size=1)
Apr 17 15:11:31.297 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667dfc (size=1)
Apr 17 15:11:31.297 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667e04, value=0x00000000 (size=1)
